date,country,net_injection,hdd,wind_weighted,day_sin,day_cos,day_of_week,is_weekend,stock_twh_lag_1,stock_fill_rate,hdd_wind,cold_weekend,net_injection_lag_1,net_injection_lag_7,hdd_roll_mean_7,wind_roll_mean_7
2019-04-18,BE,0.04800000000000004,3.0032289981842055,28.961545944213867,0.9590788900341131,-0.28313898122818354,3,0,3.4555,3.4555,86.97815461190726,0.0,0.048799999999999955,-0.01869999999999994,8.797782731056213,30.403051921299525
2019-04-19,BE,0.05650000000000022,1.417811918258666,27.820337295532227,0.9540665500578387,-0.2995947563972602,4,0,3.5035,3.5035,39.44400578758165,0.0,0.04800000000000004,-0.008599999999999941,7.30601178748267,29.831554412841797
2019-04-20,BE,0.06639999999999979,1.2838548660278306,27.80402946472168,0.9487718864399473,-0.31596187665790293,5,1,3.56,3.56,35.69633852346411,1.2838548660278306,0.05650000000000022,0.00039999999999995595,5.4960565498897,28.887622015816824
2019-04-21,BE,0.06630000000000003,1.2983333110809312,23.411073684692383,0.9431964659565866,-0.33223549871590435,6,1,3.6264,3.6264,30.39537681300632,1.2983333110809312,0.06639999999999979,0.015099999999999891,3.8170238120215276,27.5179933820452
2019-04-22,BE,0.06640000000000024,0.1940607070922873,30.096084594726562,0.9373419384643772,-0.3484108069446808,0,0,3.6927,3.6927,5.840467457161931,0.0,0.06630000000000003,0.025599999999999845,2.613987786429269,26.886187417166575
2019-04-23,BE,0.04929999999999968,0.8305202960968039,31.212228775024414,0.9312100364121947,-0.3644830148102912,1,0,3.7591,3.7591,25.922389484074458,0.0,0.06640000000000024,0.04249999999999998,1.9304163455963137,27.276040485927037
2019-04-24,BE,0.05010000000000003,1.0826028347015377,36.71294021606445,0.9248025743285089,-0.38044736628785164,2,0,3.8084,3.8084,39.745533148139465,0.0,0.04929999999999968,0.048799999999999955,1.3014875616346089,29.431177139282227
2019-04-25,BE,0.042400000000000215,5.068229246139527,35.5252685546875,0.9181214482844365,-0.39629913726891813,3,0,3.8585,3.8585,180.05020506582807,0.0,0.05010000000000003,0.04800000000000004,1.5964875970567978,30.368851797921316
2019-04-26,BE,0.030600000000000183,5.372812652587893,39.523014068603516,0.9111686353326631,-0.41203363695942635,4,0,3.9009,3.9009,212.34975005620225,0.0,0.042400000000000215,0.05650000000000022,2.161487701960973,32.04066276550293
2019-04-27,BE,0.03849999999999998,7.191666173934937,50.10729217529297,0.9039461929224011,-0.42764620926777464,5,1,3.9315,3.9315,360.3549182045292,7.191666173934937,0.030600000000000183,0.06639999999999979,3.005460745947702,35.2268431527274
2019-04-28,BE,-0.022299999999999986,8.921249771118164,45.216915130615234,0.8964562582905575,-0.44313223418263453,6,1,3.97,3.97,403.3913937596706,8.921249771118164,0.03849999999999998,0.06630000000000003,4.0944488116673075,38.34196335928781
2019-04-29,BE,-0.008400000000000407,7.423749971389771,23.557315826416016,0.8887010478292915,-0.45848712914008766,0,0,3.9477,3.9477,174.8836226923757,0.0,-0.022299999999999986,0.06640000000000024,5.127261563709804,37.40785353524344
2019-04-30,BE,0.029600000000000293,6.423541736602784,21.767351150512695,0.8806828564301475,-0.47370635037968,1,0,3.9393,3.9393,139.82348861060694,0.0,-0.008400000000000407,0.04929999999999968,5.92626462663923,36.05858530317034
2019-05-01,BE,0.05709999999999971,6.784583425521852,16.099689483642578,0.8724040568049612,-0.48878539428899265,2,0,3.9689,3.9689,109.2296864267699,0.0,0.029600000000000293,0.05010000000000003,6.740833282470704,33.113835198538645
2019-05-02,BE,0.03929999999999989,7.778542375564575,20.83339500427246,0.8638670987837349,-0.503719798736334,3,0,4.026,4.026,162.05344586760864,0.0,0.05709999999999971,0.042400000000000215,7.128020872388568,31.014996119907924
2019-05-03,BE,0.03910000000000036,8.370729398727418,31.25994110107422,0.8550745085896932,-0.518505144391157,4,0,4.0653,4.0653,261.6685079772495,0.0,0.03929999999999989,0.030600000000000183,7.556294693265643,29.834557124546595
2019-05-04,BE,0.03819999999999979,10.468958306312562,49.93499755859375,0.8460288880917339,-0.533137056031809,5,1,4.1044,4.1044,522.7674074667375,10.468958306312562,0.03910000000000036,0.03849999999999998,8.024479283605304,29.80994360787528
2019-05-05,BE,0.030100000000000016,10.519687724113464,42.13384246826172,0.8367329140344921,-0.5476112038402312,6,1,4.1426,4.1426,443.23486538310334,10.519687724113464,0.03819999999999979,-0.022299999999999986,8.252827562604633,29.36950465611049
2019-05-06,BE,0.030100000000000016,10.271458292007447,32.04808807373047,0.8271893372462497,-0.5619233046832195,0,0,4.1727,4.1727,329.1805999879038,0.0,0.030100000000000016,-0.008400000000000407,8.659643036978586,30.582472120012557
2019-05-07,BE,-0.005300000000000082,8.18375005722046,24.066205978393555,0.8174009818249189,-0.5760691233798758,1,0,4.2028,4.2028,196.9518145527576,0.0,0.030100000000000016,0.029600000000000293,8.911101368495396,30.910879952566965
2019-05-08,BE,0.02289999999999992,6.370729160308839,42.530311584472656,0.8073707443023492,-0.5900444739548627,2,0,4.1975,4.1975,270.9490962082208,0.0,-0.005300000000000082,0.05709999999999971,8.851979330607824,34.6866831098284
2019-05-09,BE,0.030899999999999928,5.620207977294923,30.71835708618164,0.7971015927871943,-0.6038452208771035,3,0,4.2204,4.2204,172.64355554515208,0.0,0.02289999999999992,0.03929999999999989,8.54364584514073,36.098820550101145
2019-05-10,BE,0.024200000000000443,6.016979408264161,19.959718704223633,0.7865965660866021,-0.6174672802835514,4,0,4.2513,4.2513,120.09721643805862,0.0,0.030899999999999928,0.03910000000000036,8.207395846503122,34.48450306483677
2019-05-11,BE,0.024700000000000166,6.387812709808349,31.01228141784668,0.7758587728069828,-0.6309066211876704,5,1,4.2755,4.2755,198.1006454010743,6.387812709808349,0.024200000000000443,0.03819999999999979,7.624375047002521,31.78125790187291
2019-05-12,BE,0.021399999999999864,8.209167098999023,26.518098831176758,0.7648913904341226,-0.6441592666722685,6,1,4.3002,4.3002,217.6915044529007,8.209167098999023,0.024700000000000166,0.030100000000000016,7.294300671986171,29.550437382289342
2019-05-13,BE,0.024799999999999933,7.432396030426027,30.928586959838867,0.753697664392914,-0.6572212950663319,0,0,4.3216,4.3216,229.87350694699256,0.0,0.021399999999999864,0.030100000000000016,6.888720348903112,29.3905086517334
2019-05-14,BE,0.03049999999999997,6.862291717529297,32.647056579589844,0.742280907086982,-0.6700888411055113,1,0,4.3464,4.3464,224.03362596782972,0.0,0.024799999999999933,-0.005300000000000082,6.699940586090088,30.616344451904297
2019-05-15,BE,0.01729999999999965,6.008437967300415,31.122827529907227,0.7306444969184916,-0.6827580970759147,2,0,4.3769,4.3769,186.99957858043717,0.0,0.03049999999999997,0.02289999999999992,6.648184701374599,28.986703872680664
2019-05-16,BE,0.024200000000000443,5.267708253860475,34.449195861816406,0.7187918772884232,-0.6952253139408722,3,0,4.3942,4.3942,181.46831338014638,0.0,0.01729999999999965,0.030899999999999928,6.597827598026821,29.51968084062849
2019-05-17,BE,0.021399999999999864,6.022500085830689,27.2769775390625,0.7067265555776158,-0.7074868024503348,4,0,4.4184,4.4184,164.27559957020569,0.0,0.024200000000000443,0.024200000000000443,6.59861626625061,30.565003531319753
2019-05-18,BE,0.035499999999999865,3.511667156219481,17.0725040435791,0.6944521021088763,-0.719538934232584,5,1,4.4398,4.4398,59.95295172426101,3.511667156219481,0.021399999999999864,0.024700000000000166,6.187738330023629,28.573606763567245
2019-05-19,BE,0.026200000000000223,3.1793744564056414,33.481937408447266,0.6819721490904629,-0.7313781428679254,6,1,4.4753,4.4753,106.45161654738973,3.1793744564056414,0.035499999999999865,0.021399999999999864,5.4691965239388605,29.56844084603446
2019-05-20,BE,0.014000000000000234,4.301873779296876,31.5590877532959,0.6692903895412567,-0.7430009249440493,0,0,4.5015,4.5015,135.7632121044328,0.0,0.026200000000000223,0.024799999999999933,5.021979059491839,29.658512387956893
2019-05-21,BE,0.05229999999999979,4.328124761581421,24.437610626220703,0.6564105761979381,-0.7544038410927472,1,0,4.5155,4.5155,105.76902766523108,0.0,0.014000000000000234,0.03049999999999997,4.659955208642144,28.485734394618444
2019-05-22,BE,0.03059999999999974,3.8211463451385494,17.57744026184082,0.6433365204044917,-0.765583517007675,2,0,4.5678,4.5678,67.16597161342423,0.0,0.05229999999999979,0.01729999999999965,4.347484976904733,26.550679070608957
2019-05-23,BE,0.03410000000000046,1.3258336067199714,22.608457565307617,0.6300720909843687,-0.7765366444428655,3,0,4.5984,4.5984,29.97505283618722,0.0,0.03059999999999974,0.024200000000000443,3.784360027313233,24.85914502825056
2019-05-24,BE,0.05349999999999966,1.6654171943664533,24.472057342529297,0.6166212130956382,-0.7872599821916922,4,0,4.6325,4.6325,40.756185079770106,0.0,0.03410000000000046,0.021399999999999864,3.1619196142469135,24.45844214303153
2019-05-25,BE,0.05769999999999964,3.8813540935516357,20.617660522460938,0.6029878670694714,-0.7977503570459932,5,1,4.686,4.686,80.02444106831172,3.8813540935516357,0.05349999999999966,0.035499999999999865,3.2147320338657925,24.964893068586075
2019-05-26,BE,0.06730000000000036,1.5872914791107178,45.31426239013672,0.5891760872322963,-0.8080046647350754,6,1,4.7437,4.7437,71.92694257405128,1.5872914791107178,0.05769999999999964,0.026200000000000223,2.9872916085379466,26.655225208827428
2019-05-27,BE,0.058399999999999785,1.994479703903199,32.33192825317383,0.5751899607119775,-0.8180198708443175,0,0,4.811,4.811,64.4853746890096,0.0,0.06730000000000036,0.014000000000000234,2.657663883481707,26.765630994524276
2019-05-28,BE,0.0472999999999999,5.072604513168333,25.68392562866211,0.5610336262283677,-0.8277930117131022,1,0,4.8694,4.8694,130.28439705983124,0.0,0.058399999999999785,0.05229999999999979,2.7640181337084084,26.943675994873047
2019-05-29,BE,0.05180000000000007,3.967916965484619,35.603614807128906,0.5467112728685939,-0.8373211953118121,2,0,4.9167,4.9167,141.27218722578618,0.0,0.0472999999999999,0.03059999999999974,2.7849853651864183,29.518843787057058
2019-05-30,BE,0.06460000000000043,0.8969794750213644,38.43916702270508,0.5322271388474397,-0.8466016020976267,3,0,4.9685,4.9685,34.479143856284544,0.0,0.05180000000000007,0.03410000000000046,2.7237204892294744,31.78037370954241
2019-05-31,BE,0.053300000000000125,0.6747916221618624,32.21949768066406,0.5175855102531889,-0.8556314858488706,4,0,5.0331,5.0331,21.741447105175666,0.0,0.06460000000000043,0.05349999999999966,2.582202550343104,32.88715090070452
2019-06-01,BE,0.060099999999999376,0.0,24.946725845336914,0.5027907197793043,-0.8644081744776648,5,1,5.0864,5.0864,0.0,0.0,0.053300000000000125,0.05769999999999964,2.027723394121442,33.505588803972515
2019-06-02,BE,0.0611000000000006,0.0,33.89548873901367,0.4878471454423119,-0.8729290708206411,6,1,5.1465,5.1465,0.0,0.0,0.060099999999999376,0.06730000000000036,1.8009674685341968,31.874335425240652
2019-06-03,BE,0.0591999999999997,0.0,32.856781005859375,0.47275920928627757,-0.881191653407483,0,0,5.2076,5.2076,0.0,0.0,0.0611000000000006,0.058399999999999785,1.5160417965480255,31.94931438991002
2019-06-04,BE,0.06630000000000003,0.0,34.38330078125,0.4575313760742512,-0.8891934772070711,1,0,5.2668,5.2668,0.0,0.0,0.0591999999999997,0.0472999999999999,0.7913840089525495,33.192082268851145
2019-06-05,BE,0.054999999999999716,1.2616665363311785,35.78515625,0.44216815196707204,-0.8969321743510065,2,0,5.3331,5.3331,45.148934138007526,0.0,0.06630000000000003,0.05180000000000007,0.40477680478777217,33.21801676068987
2019-06-06,BE,0.05970000000000031,3.275415945053103,37.79828643798828,0.42667408318992467,-0.9044054548343001,3,0,5.3881,5.3881,123.80511009467128,0.0,0.054999999999999716,0.06460000000000043,0.7445534433637349,33.12646239144461
2019-06-07,BE,0.056700000000000195,2.200416326522827,48.6013298034668,0.4110537546870351,-0.9116111071930239,4,0,5.4478,5.4478,106.9431595902688,0.0,0.05970000000000031,0.053300000000000125,0.9624998297010156,35.46672412327358
2019-06-08,BE,0.053300000000000125,2.841145706176757,64.58464050292969,0.3953117887649151,-0.9185469991587165,5,1,5.5045,5.5045,183.49437404986816,2.841145706176757,0.056700000000000195,0.060099999999999376,1.3683777877262666,41.12928336007254
2019-06-09,BE,0.054799999999999294,2.0619793415069587,35.74711227416992,0.37945284372454435,-0.925211078289358,6,1,5.5578,5.5578,73.70980702786822,2.0619793415069587,0.053300000000000125,0.0611000000000006,1.6629462650844036,41.39380100795201
2019-06-10,BE,0.05510000000000037,0.9529165744781487,28.001426696777344,0.36348161248290634,-0.9316013725767187,0,0,5.6126,5.6126,26.68302360839405,0.0,0.054799999999999294,0.0591999999999997,1.7990772042955676,40.700178963797434
2019-06-11,BE,0.049599999999999866,2.5652088165283207,26.758922576904297,0.3474028211842774,-0.9377159910299093,1,0,5.6677,5.6677,68.64222411507363,0.0,0.05510000000000037,0.06630000000000003,2.165535606656756,39.61098207746233
2019-06-12,BE,0.049300000000000566,2.882917213439942,22.104116439819336,0.3312212278016865,-0.9435531242349544,2,0,5.7173,5.7173,63.72433777223598,0.0,0.049599999999999866,0.054999999999999716,2.3971428462437223,37.65654781886509
2019-06-13,BE,0.051899999999999835,2.354999923706055,41.4563102722168,0.31494162072895193,-0.9491110448902284,3,0,5.7666,5.7666,97.6296075282051,0.0,0.049300000000000566,0.05970000000000031,2.2656548431941443,38.17912265232631
2019-06-14,BE,0.05259999999999998,0.0,32.2194938659668,0.2985688173637202,-0.9543881083175908,4,0,5.8185,5.8185,0.0,0.0,0.051899999999999835,0.056700000000000195,1.9513096536908832,35.8388603755406
2019-06-15,BE,0.04779999999999962,0.4788550376892111,25.2334041595459,0.2821076626819194,-0.9593827529490743,5,1,5.8711,5.8711,12.083142699846448,0.4788550376892111,0.05259999999999998,0.053300000000000125,1.6138395581926623,30.217255183628627
2019-06-16,BE,0.04919999999999991,0.2718746185302727,36.91887283325195,0.26556302780405594,-0.9640935007889755,6,1,5.9189,5.9189,10.037304468108024,0.2718746185302727,0.04779999999999962,0.054799999999999294,1.3581103120531357,30.384649549211776
2019-06-17,BE,0.052400000000000446,0.0,17.280000686645508,0.24893980855376657,-0.9685189578512204,0,0,5.9681,5.9681,0.0,0.0,0.04919999999999991,0.05510000000000037,1.2219793728419717,28.853017262050084
2019-06-18,BE,0.045999999999999375,0.0,29.024127960205078,0.23224292400907015,-0.9726578145718654,1,0,6.0205,6.0205,0.0,0.0,0.052400000000000446,0.049599999999999866,0.855520970480783,29.176618031093053
2019-06-19,BE,0.048200000000000465,0.0,19.914215087890625,0.21547731504673012,-0.976508846196619,2,0,6.0665,6.0665,0.0,0.0,0.045999999999999375,0.049300000000000566,0.443675654275077,28.86377498081752
2019-06-20,BE,0.047900000000000276,0.48864650726318715,32.353965759277344,0.19864794288017112,-0.9800709131432666,3,0,6.1147,6.1147,15.809652364383625,0.0,0.048200000000000465,0.051899999999999835,0.17705373764038157,27.5634400503976
2019-06-21,BE,0.043099999999999916,2.1053121089935303,27.729347229003906,0.18175978759137534,-0.9833429613388902,4,0,6.1626,6.1626,58.37893049570812,0.0,0.047900000000000276,0.05259999999999998,0.47781261035374306,26.921990530831472
2019-06-22,BE,0.045999999999999375,0.06020774841308807,27.80402946472168,0.16481784665719793,-0.9863240225317866,5,1,6.2057,6.2057,1.6740180108820506,0.06020774841308807,0.043099999999999916,0.04779999999999962,0.41800585474286833,27.289222717285156
2019-06-23,BE,0.04720000000000013,0.0,28.167556762695312,0.14782713347053048,-0.9890132145779883,6,1,6.2517,6.2517,0.0,0.0,0.045999999999999375,0.04919999999999991,0.37916662352425795,26.039034707205637
2019-06-24,BE,0.049599999999999866,0.0,23.675302505493164,0.13079267585675922,-0.9914097417023038,0,0,6.2989,6.2989,0.0,0.0,0.04720000000000013,0.052400000000000446,0.37916662352425795,26.9526492527553
2019-06-25,BE,0.049900000000000055,0.0,31.122825622558594,0.11371951458594969,-0.9935128947338007,1,0,6.3485,6.3485,0.0,0.0,0.049599999999999866,0.045999999999999375,0.37916662352425795,27.25246320452009
2019-06-26,BE,0.0517000000000003,0.0,41.251033782958984,0.0966127018812031,-0.9953220513156602,2,0,6.3984,6.3984,0.0,0.0,0.049900000000000055,0.048200000000000465,0.37916662352425795,30.300580160958425
2019-06-27,BE,0.05400000000000027,0.0,39.69316482543945,0.07947729992362097,-0.9968366760893436,3,0,6.4501,6.4501,0.0,0.0,0.0517000000000003,0.047900000000000276,0.3093599796295169,31.349037170410156
2019-06-28,BE,0.05209999999999937,0.0,30.911821365356445,0.062318379354325076,-0.998056320853012,4,0,6.5041,6.5041,0.0,0.0,0.05400000000000027,0.043099999999999916,0.008601106916155439,31.80367633274623
2019-06-29,BE,0.04470000000000063,0.0,28.55142593383789,0.04514101777397193,-0.9989806246941579,5,1,6.5562,6.5562,0.0,0.0,0.05209999999999937,0.045999999999999375,0.0,31.91044725690569
2019-06-30,BE,0.05339999999999989,0.0,35.16225051879883,0.02795029824021032,-0.999609314096404,6,1,6.6009,6.6009,0.0,0.0,0.04470000000000063,0.04720000000000013,0.0,32.909689222063335
2019-07-01,BE,0.04669999999999952,0.0,31.338613510131836,0.01075130776352193,-0.9999422030204416,0,0,6.6543,6.6543,0.0,0.0,0.05339999999999989,0.049599999999999866,0.0,34.00444793701172
2019-07-02,BE,0.04020000000000046,0.0,22.89611053466797,-0.00645086419810515,-0.9999791929590823,1,0,6.701,6.701,0.0,0.0,0.04669999999999952,0.049900000000000055,0.0,32.82920292445591
2019-07-03,BE,0.04049999999999976,0.5131258964538574,29.363731384277344,-0.023651127245231586,-0.9997202729664083,2,0,6.7412,6.7412,15.06729098978758,0.0,0.04020000000000046,0.0517000000000003,0.0733036994934082,31.131016867501394
2019-07-04,BE,0.03049999999999997,0.15468702316283967,19.08339500427246,-0.04084439154329611,-0.9991655196610109,3,0,6.7817,6.7817,2.9519535650515127,0.0,0.04049999999999976,0.05400000000000027,0.09540184565952815,28.186764035906112
2019-07-05,BE,0.029799999999999827,0.0,18.22894287109375,-0.05802556932878035,-0.9983150972033183,4,0,6.8122,6.8122,0.0,0.0,0.03049999999999997,0.05209999999999937,0.09540184565952815,26.37492425101144
2019-07-06,BE,0.03570000000000029,0.0,25.161399841308594,-0.07518957641475855,-0.9971692572470178,5,1,6.842,6.842,0.0,0.0,0.029799999999999827,0.04470000000000063,0.09540184565952815,25.89063480922154
2019-07-07,BE,0.03370000000000051,0.9381242275238044,20.240196228027344,-0.09233133369539122,-0.9957283388645872,6,1,6.8777,6.8777,18.98781845134837,0.9381242275238044,0.03570000000000029,0.05339999999999989,0.22941959244864307,23.758912767682755
2019-07-08,BE,0.0248999999999997,2.614999866485597,23.667091369628906,-0.10944576864891556,-0.993992768446958,0,0,6.9114,6.9114,61.88944077168202,0.0,0.03370000000000051,0.04669999999999952,0.6029910019465855,22.662981033325195
2019-07-09,BE,0.030999999999999694,1.7099992752075188,16.61079216003418,-0.12652781683868314,-0.9919630595773397,1,0,6.9363,6.9363,28.404442554281182,0.0,0.0248999999999997,0.04020000000000046,0.8472766126905168,21.765078408377512
2019-07-10,BE,0.03110000000000035,0.0,26.73954200744629,-0.1435724234118113,-0.9896398128792412,2,0,6.9673,6.9673,0.0,0.0,0.030999999999999694,0.04049999999999976,0.7739729131971086,21.390194211687362
2019-07-11,BE,0.02629999999999999,0.0,25.068513870239258,-0.16057454459499376,-0.9870237158387383,3,0,6.9984,6.9984,0.0,0.0,0.03110000000000035,0.03049999999999997,0.7518747670309887,22.24521119253976
2019-07-12,BE,0.033800000000000274,0.0,30.216419219970703,-0.17752914918703497,-0.984115542601034,4,0,7.0247,7.0247,0.0,0.0,0.02629999999999999,0.029799999999999827,0.7518747670309887,23.957707813807897
2019-07-13,BE,0.03689999999999927,0.10499992370605327,33.18450164794922,-0.19443122004766195,-0.9809161537413774,5,1,7.0585,7.0585,3.4843701412580668,0.10499992370605327,0.033800000000000274,0.03570000000000029,0.7668747561318534,25.103865214756556
2019-07-14,BE,0.04269999999999996,1.192187309265135,31.780067443847656,-0.2112757555821793,-0.9774264960104055,6,1,7.0954,7.0954,37.88779309414525,1.192187309265135,0.03689999999999927,0.03370000000000051,0.8031694820949006,26.75241824558803
2019-07-15,BE,0.040600000000000414,2.069791603088378,25.499080657958984,-0.2280577712215198,-0.9736476020539838,0,0,7.1381,7.1381,52.777783032316776,0.0,0.04269999999999996,0.0248999999999997,0.7252825873238693,27.014131001063756
2019-07-16,BE,0.031500000000000306,1.2016666889190688,17.55161476135254,-0.24477230089725957,-0.9695805901076308,1,0,7.1787,7.1787,21.091190795457557,0.0,0.040600000000000414,0.030999999999999694,0.6526636464255192,27.14853422982352
2019-07-17,BE,0.03139999999999965,0.0,20.883102416992188,-0.2614143985111562,-0.965226663665613,2,0,7.2102,7.2102,0.0,0.0,0.031500000000000306,0.03110000000000035,0.6526636464255192,26.311900002615793
2019-07-18,BE,0.030899999999999928,0.0,41.82511901855469,-0.2779791393987801,-0.9605871111248129,3,0,7.2416,7.2416,0.0,0.0,0.03139999999999965,0.02629999999999999,0.6526636464255192,28.705700738089426
2019-07-19,BE,0.03570000000000029,0.0,30.344818115234375,-0.2944616217868012,-0.9556633054034704,4,0,7.2725,7.2725,0.0,0.0,0.030899999999999928,0.033800000000000274,0.6526636464255192,28.724043437412806
2019-07-20,BE,0.038599999999999746,0.0,45.06331253051758,-0.3108569682435036,-0.9504567035349151,5,1,7.3082,7.3082,0.0,0.0,0.03570000000000029,0.03689999999999927,0.6376636573246545,30.421016420636857
2019-07-21,BE,0.02719999999999967,0.0,26.932714462280273,-0.3271603271220951,-0.9449688462364056,6,1,7.3468,7.3468,0.0,0.0,0.038599999999999746,0.04269999999999996,0.46735118457249236,29.72853742327009
2019-07-22,BE,0.028200000000000003,0.0,32.95720672607422,-0.34336687399638804,-0.939201357453208,0,0,7.374,7.374,0.0,0.0,0.02719999999999967,0.040600000000000414,0.17166666984558127,30.793984004429408
2019-07-23,BE,0.034000000000000696,0.0,29.01742935180664,-0.3594718130884232,-0.9331559438780432,1,0,7.4022,7.4022,0.0,0.0,0.028200000000000003,0.031500000000000306,0.0,32.43195751735142
2019-07-24,BE,0.029899999999999594,0.0,29.528779983520508,-0.3754703786876202,-0.9268343944460494,2,0,7.4362,7.4362,0.0,0.0,0.034000000000000696,0.03139999999999965,0.0,33.66705431256975
2019-07-25,BE,0.026399999999999757,0.0,28.00605583190918,-0.3913578365610259,-0.9202385798054075,3,0,7.4661,7.4661,0.0,0.0,0.029899999999999594,0.030899999999999928,0.0,31.692902428763254
2019-07-26,BE,0.03270000000000017,0.0,31.154043197631836,-0.4071294853542516,-0.9133704517637858,4,0,7.4925,7.4925,0.0,0.0,0.026399999999999757,0.03570000000000029,0.0,31.80850601196289
2019-07-27,BE,0.03049999999999997,0.0,29.651412963867188,-0.4227806579826773,-0.9062320427107697,5,1,7.5252,7.5252,0.0,0.0,0.03270000000000017,0.038599999999999746,0.0,29.60680607386998
2019-07-28,BE,0.027499999999999858,0.0,33.63640594482422,-0.4383067230125192,-0.898825465016444,6,1,7.5557,7.5557,0.0,0.0,0.03049999999999997,0.02719999999999967,0.0,30.56447628566197
2019-07-29,BE,0.02800000000000047,0.0,28.04305076599121,-0.45370308603134424,-0.8911529104063088,0,0,7.5832,7.5832,0.0,0.0,0.027499999999999858,0.028200000000000003,0.0,29.86245400565011
2019-07-30,BE,0.031799999999999606,0.0,43.39455795288086,-0.46896519100763184,-0.8832166493127127,1,0,7.6112,7.6112,0.0,0.0,0.02800000000000047,0.034000000000000696,0.0,31.916329520089285
2019-07-31,BE,0.032099999999999795,0.0,47.92463684082031,-0.48408852163897587,-0.8750190302029955,2,0,7.643,7.643,0.0,0.0,0.031799999999999606,0.029899999999999594,0.0,34.54430907113211
2019-08-01,BE,0.036000000000000476,0.0,35.14197540283203,-0.4990686026885319,-0.8665624788845385,3,0,7.6751,7.6751,0.0,0.0,0.032099999999999795,0.026399999999999757,0.0,35.563726152692524
2019-08-02,BE,0.03420000000000023,0.0,33.772911071777344,-0.5139010013093103,-0.8578494977869301,4,0,7.7111,7.7111,0.0,0.0,0.036000000000000476,0.03270000000000017,0.0,35.93785013471331
2019-08-03,BE,0.03419999999999934,0.0,25.212852478027344,-0.5285813283559292,-0.8488826652214553,5,1,7.7453,7.7453,0.0,0.0,0.03420000000000023,0.03049999999999997,0.0,35.30377006530762
2019-08-04,BE,0.03840000000000021,0.0,18.861387252807617,-0.5431052396834317,-0.8396646346181327,6,1,7.7795,7.7795,0.0,0.0,0.03419999999999934,0.027499999999999858,0.0,33.19305310930525
2019-08-05,BE,0.03420000000000023,0.0,40.98627853393555,-0.5574684374327892,-0.8301981337405212,0,0,7.8179,7.8179,0.0,0.0,0.03840000000000021,0.02800000000000047,0.0,35.04208564758301
2019-08-06,BE,0.0343,0.0,39.41301345825195,-0.5716666713027052,-0.8204859638785327,1,0,7.8521,7.8521,0.0,0.0,0.03420000000000023,0.031799999999999606,0.0,34.47329357692173
2019-08-07,BE,0.04410000000000025,0.0,41.26359939575195,-0.5856957398073508,-0.8105309990194823,2,0,7.8864,7.8864,0.0,0.0,0.0343,0.032099999999999795,0.0,33.52171679905483
2019-08-08,BE,0.031200000000000117,0.0,34.080421447753906,-0.5995514915196489,-0.8003361849976323,3,0,7.9305,7.9305,0.0,0.0,0.04410000000000025,0.036000000000000476,0.0,33.37006623404367
2019-08-09,BE,0.03119999999999923,0.0,38.24311447143555,-0.6132298262997502,-0.7899045386224707,4,0,7.9617,7.9617,0.0,0.0,0.031200000000000117,0.03420000000000023,0.0,34.008666719709126
2019-08-10,BE,0.03050000000000086,0.0,66.46363830566406,-0.6267266965083301,-0.7792391467859886,5,1,7.9929,7.9929,0.0,0.0,0.03119999999999923,0.03419999999999934,0.0,39.90163612365723
2019-08-11,BE,0.03059999999999974,0.0,48.965293884277344,-0.6400381082043503,-0.7683431655492202,6,1,8.0234,8.0234,0.0,0.0,0.03050000000000086,0.03840000000000021,0.0,44.20219421386719
2019-08-12,BE,0.03500000000000014,0.5985422611236544,39.15237808227539,-0.65316012232693,-0.7572198192083127,0,0,8.054,8.054,23.43435290573332,0.0,0.03059999999999974,0.03420000000000023,0.0855060373033792,43.940208435058594
2019-08-13,BE,0.03420000000000023,2.42729163169861,30.821548461914062,-0.666088855860977,-0.7458723993404063,1,0,8.089,8.089,74.81288665759718,0.0,0.03500000000000014,0.0343,0.43226198468889493,42.71285629272461
2019-08-14,BE,0.0343,0.9532287120819092,38.35816192626953,-0.6788204829862355,-0.734304263829602,2,0,8.1232,8.1232,36.56410129080723,0.0,0.03420000000000023,0.04410000000000025,0.5684375149863106,42.29779379708426
2019-08-15,BE,0.036099999999999355,0.0,41.26674270629883,-0.6913512362094071,-0.722518835873311,3,0,8.1575,8.1575,0.0,0.0,0.0343,0.031200000000000117,0.5684375149863106,43.32441111973354
2019-08-16,BE,0.0343,0.0,39.562347412109375,-0.7036774074790128,-0.7105196029692745,4,0,8.1936,8.1936,0.0,0.0,0.036099999999999355,0.03119999999999923,0.5684375149863106,43.512872968401226
2019-08-17,BE,0.03730000000000011,0.0,42.87628173828125,-0.7157953492826642,-0.6983101158835584,5,1,8.2279,8.2279,0.0,0.0,0.0343,0.03050000000000086,0.5684375149863106,40.14325060163225
2019-08-18,BE,0.03480000000000061,0.32447824478149556,43.542144775390625,-0.7277014757264236,-0.6858939875998223,6,1,8.2652,8.2652,14.128478710740517,0.32447824478149556,0.03730000000000011,0.03059999999999974,0.6147915499550957,39.36851501464844
2019-08-19,BE,0.03739999999999988,0.5179166793823242,43.96128845214844,-0.7393922635959241,-0.673274892250183,0,0,8.3,8.3,22.768284536505234,0.0,0.03480000000000061,0.03500000000000014,0.6032736097063341,40.055502210344585
