date,country,source,temp_weighted,wind_weighted
2016-05-02,BE,history,10.773725557327271,36.16163635253906
2016-05-03,BE,history,10.41695418357849,33.973777770996094
2016-05-04,BE,history,9.726120471954347,24.696104049682617
2016-05-05,BE,history,12.494765567779542,25.223133087158203
2016-05-06,BE,history,15.735599946975707,23.44150161743164
2016-05-07,BE,history,17.916432952880857,21.566972732543945
2016-05-08,BE,history,18.291536808013912,31.973190307617188
2016-05-09,BE,history,18.74153604507446,32.241615295410156
2016-05-10,BE,history,17.206537818908693,24.387176513671875
2016-05-11,BE,history,18.193828582763672,25.620771408081055
2016-05-12,BE,history,18.25997362136841,32.61925506591797
2016-05-13,BE,history,16.467682361602783,44.90629959106445
2016-05-14,BE,history,9.257266950607299,39.503334045410156
2016-05-15,BE,history,9.260495471954345,35.281837463378906
2016-05-16,BE,history,10.220287561416626,18.003599166870117
2016-05-17,BE,history,12.595912790298462,30.76051902770996
2016-05-18,BE,history,13.330287170410156,29.853965759277344
2016-05-19,BE,history,12.666745328903199,37.081748962402344
2016-05-20,BE,history,13.894870805740354,37.842830657958984
2016-05-21,BE,history,17.788619899749754,30.147716522216797
2016-05-22,BE,history,15.541640853881834,24.696102142333984
2016-05-23,BE,history,12.351328468322752,28.664682388305664
2016-05-24,BE,history,11.583724975585938,33.39472961425781
2016-05-25,BE,history,12.395704603195188,22.33160972595215
2016-05-26,BE,history,15.317891073226928,25.20256996154785
2016-05-27,BE,history,17.206745147705078,30.04220962524414
2016-05-28,BE,history,17.210704708099364,30.498180389404297
2016-05-29,BE,history,16.76924476623535,39.83168411254883
2016-05-30,BE,history,14.707266855239869,53.939964294433594
2016-05-31,BE,history,16.674036693572997,53.09603500366211
2016-06-01,BE,history,16.267682600021363,43.205997467041016
2016-06-02,BE,history,15.807370281219484,51.24660110473633
2016-06-03,BE,history,15.070183038711548,39.2812614440918
2016-06-04,BE,history,16.85716304779053,22.53956413269043
2016-06-05,BE,history,19.286433601379393,32.361976623535156
2016-06-06,BE,history,19.800079917907713,28.167556762695312
2016-06-07,BE,history,20.23091249465942,26.299718856811523
2016-06-08,BE,history,17.760182952880857,30.158458709716797
2016-06-09,BE,history,15.263308000564576,23.68351173400879
2016-06-10,BE,history,16.203203201293945,25.499080657958984
2016-06-11,BE,history,17.06799564361572,22.72566795349121
2016-06-12,BE,history,16.74497480392456,22.96111488342285
2016-06-13,BE,history,15.623203754425049,31.154043197631836
2016-06-14,BE,history,15.158412075042724,35.728981018066406
2016-06-15,BE,history,14.480286884307862,28.339569091796875
2016-06-16,BE,history,15.178411722183228,21.26134490966797
2016-06-17,BE,history,14.941641902923584,20.2753849029541
2016-06-18,BE,history,14.05591187477112,31.452133178710938
2016-06-19,BE,history,14.637370109558104,35.770668029785156
2016-06-20,BE,history,15.453725337982178,40.10891342163086
2016-06-21,BE,history,16.684141159057617,26.220752716064453
2016-06-22,BE,history,20.767577838897704,22.96111488342285
2016-06-23,BE,history,23.543827056884766,24.522314071655273
2016-06-24,BE,history,20.074245834350585,29.625179290771484
2016-06-25,BE,history,15.849349832534788,26.944744110107422
2016-06-26,BE,history,15.105807399749756,32.11272430419922
2016-06-27,BE,history,15.668620824813843,38.19734191894531
2016-06-28,BE,history,17.084974479675292,35.32038497924805
2016-06-29,BE,history,16.534454631805417,46.88991165161133
2016-06-30,BE,history,16.79893226623535,41.82511901855469
2016-07-01,BE,history,17.70299415588379,41.78791809082031
2016-07-02,BE,history,15.04309983253479,41.79877471923828
2016-07-03,BE,history,15.25216131210327,35.75436019897461
2016-07-04,BE,history,17.417995357513426,29.32840347290039
2016-07-05,BE,history,16.426016426086424,41.260459899902344
2016-07-06,BE,history,16.131953859329222,25.779619216918945
2016-07-07,BE,history,17.74455862045288,19.930477142333984
2016-07-08,BE,history,18.636016178131104,38.45939254760742
2016-07-09,BE,history,19.56341333389282,34.57686996459961
2016-07-10,BE,history,21.884348678588868,38.268524169921875
2016-07-11,BE,history,18.88643398284912,48.91365432739258
2016-07-12,BE,history,16.918203353881836,31.673860549926758
2016-07-13,BE,history,14.608098793029784,28.24107551574707
2016-07-14,BE,history,14.303725194931028,26.366159439086914
2016-07-15,BE,history,16.077161884307863,28.22041893005371
2016-07-16,BE,history,18.59986991882324,29.808345794677734
2016-07-17,BE,history,20.09049654006958,25.729297637939453
2016-07-18,BE,history,21.470391178131102,18.67147445678711
2016-07-19,BE,history,23.66080837249756,26.932714462280273
2016-07-20,BE,history,25.058932304382324,32.11272430419922
2016-07-21,BE,history,21.67341194152832,22.862125396728516
2016-07-22,BE,history,19.937058544158933,23.03999900817871
2016-07-23,BE,history,20.22851524353027,22.691425323486328
2016-07-24,BE,history,20.39393253326416,29.79312515258789
2016-07-25,BE,history,19.964245986938476,30.455659866333008
2016-07-26,BE,history,18.796328353881837,25.96994972229004
2016-07-27,BE,history,18.342787170410155,40.552364349365234
2016-07-28,BE,history,19.197160911560058,36.79228210449219
2016-07-29,BE,history,19.138412284851075,35.37721252441406
2016-07-30,BE,history,18.109974575042724,29.882165908813477
2016-07-31,BE,history,17.17736930847168,21.794126510620117
2016-08-01,BE,history,16.917996883392334,28.820241928100586
2016-08-02,BE,history,16.665808868408202,39.06124496459961
2016-08-03,BE,history,18.317578506469726,48.689247131347656
2016-08-04,BE,history,17.590494251251222,46.7459716796875
2016-08-05,BE,history,17.16216230392456,28.241077423095703
2016-08-06,BE,history,17.32122488021851,27.661497116088867
2016-08-07,BE,history,19.00039043426514,40.30070877075195
2016-08-08,BE,history,17.27487096786499,38.68115234375
2016-08-09,BE,history,15.143829679489134,30.599998474121094
2016-08-10,BE,history,13.25560050010681,24.661970138549805
2016-08-11,BE,history,13.35091233253479,35.821353912353516
2016-08-12,BE,history,18.76684827804565,34.17156982421875
2016-08-13,BE,history,18.458412742614744,32.409996032714844
2016-08-14,BE,history,17.94278736114502,25.264202117919922
2016-08-15,BE,history,17.644141578674315,34.114627838134766
2016-08-16,BE,history,18.00112028121948,33.46451187133789
2016-08-17,BE,history,19.098411750793456,30.659236907958984
2016-08-18,BE,history,18.88997526168823,24.842607498168945
2016-08-19,BE,history,19.197370147705076,35.45771408081055
2016-08-20,BE,history,18.69924602508545,50.911685943603516
2016-08-21,BE,history,16.575600147247314,49.59645080566406
2016-08-22,BE,history,18.719765949249265,38.67277908325195
2016-08-23,BE,history,20.892266845703123,28.312116622924805
2016-08-24,BE,history,24.18195352554321,26.42753028869629
2016-08-25,BE,history,25.22487077713013,22.104116439819336
2016-08-26,BE,history,24.129037189483643,21.84164810180664
2016-08-27,BE,history,24.53986959457397,31.892019271850586
2016-08-28,BE,history,21.842265796661376,37.73136520385742
2016-08-29,BE,history,18.852162170410157,25.864940643310547
2016-08-30,BE,history,18.245703983306885,19.4699764251709
2016-08-31,BE,history,19.232892131805418,27.86920928955078
2016-09-01,BE,history,18.31768407821655,23.759998321533203
2016-09-02,BE,history,18.275702953338623,33.880191802978516
2016-09-03,BE,history,19.158515453338623,39.0877799987793
2016-09-04,BE,history,18.440286922454835,47.377967834472656
2016-09-05,BE,history,18.138827991485595,28.673721313476562
2016-09-06,BE,history,19.704558372497555,18.356470108032227
2016-09-07,BE,history,20.058203125,19.803272247314453
2016-09-08,BE,history,20.200390720367434,33.586280822753906
2016-09-09,BE,history,17.67372465133667,26.944744110107422
2016-09-10,BE,history,19.33132829666138,23.93390655517578
2016-09-11,BE,history,19.861120700836185,21.129884719848633
2016-09-12,BE,history,22.220703125000004,25.14851951599121
2016-09-13,BE,history,24.24132776260376,25.50162124633789
2016-09-14,BE,history,24.116119575500484,25.9649600982666
2016-09-15,BE,history,21.564245891571044,26.20839500427246
2016-09-16,BE,history,17.95539102554321,49.54023361206055
2016-09-17,BE,history,17.64466171264648,45.41425323486328
2016-09-18,BE,history,17.500286293029784,27.466371536254883
2016-09-19,BE,history,16.392786741256714,16.099689483642578
2016-09-20,BE,history,15.852890920639037,15.941944122314453
2016-09-21,BE,history,16.15810098648071,17.61058807373047
2016-09-22,BE,history,17.084974718093875,23.732709884643555
2016-09-23,BE,history,16.40653700828552,25.292400360107422
2016-09-24,BE,history,17.600286865234374,31.99142074584961
2016-09-25,BE,history,16.96976594924927,37.064266204833984
2016-09-26,BE,history,13.62289128303528,24.648828506469727
